datetime,External Temperature,Feels Like,Pressure,External Humidity,Dew Point,Clouds,Wind Speed,Description,average_internal_temp,average_internal_humidity,light
2020-10-22 00:00:00,22.69,23.21,1009,84,19.85,40,0.0,scattered clouds,23.433333333333334,96.3, 1.042
2020-10-22 01:00:00,22.71,23.46,1011,93,21.52,70,2.34,broken clouds,23.3,96.36666666666667, 1.042
2020-10-22 02:00:00,25.06,25.89,1012,87,22.74,69,2.51,broken clouds,22.96666666666667,96.26666666666667, 1.042
2020-10-22 03:00:00,25.66,26.24,1011,75,20.9,40,1.5,scattered clouds,22.599999999999998,96.63333333333333, 1.042
2020-10-22 04:00:00,25.83,26.77,1012,88,23.69,65,4.38,light rain,22.833333333333332,96.2, 1.042
2020-10-22 05:00:00,27.52,31.31,1012,83,24.37,48,4.55,light rain,22.7,96.2, 1.042
2020-10-22 08:00:00,27.73,31.86,1009,83,24.58,29,4.92,light rain,29.833333333333332,83.13333333333334, 6999.17
2020-10-22 09:00:00,27.83,30.98,1007,75,22.99,40,6.7,scattered clouds,31.066666666666666,85.96666666666665, 15679.6
2020-10-22 10:00:00,25.92,26.79,1008,85,23.2,49,4.26,light rain,31.899999999999995,76.53333333333333, 8890.42
2020-10-22 11:00:00,25.49,26.37,1008,87,23.17,57,3.64,light rain,29.833333333333332,89.7, 14612.1
2020-10-22 12:00:00,25.16,25.72,1007,76,20.63,40,1.0,scattered clouds,36.36666666666667,56.6, 7367.92
2020-10-22 13:00:00,25.07,25.9,1010,87,22.75,54,2.0,broken clouds,27.5,93.36666666666667, 6200.42
2020-10-22 14:00:00,23.34,24.16,1011,93,22.14,46,1.69,scattered clouds,33.699999999999996,68.86666666666666, 12019.2
2020-10-22 15:00:00,23.33,23.99,1010,87,21.04,35,0.0,scattered clouds,29.3,77.83333333333333, 2979.17
2020-10-22 16:00:00,23.32,24.06,1012,90,21.59,46,1.79,scattered clouds,30.900000000000002,70.93333333333334, 2502.08
2020-10-22 17:00:00,22.79,23.53,1011,92,21.42,57,1.69,broken clouds,26.3,88.93333333333334, 911.25
2020-10-22 18:00:00,22.71,23.52,1011,95,21.87,61,0.0,broken clouds,24.633333333333336,94.33333333333333, 12.5
2020-10-22 19:00:00,22.85,23.59,1011,92,21.48,53,1.51,broken clouds,24.0,95.3, 1.042
2020-10-22 20:00:00,22.45,23.18,1010,93,21.26,62,1.34,broken clouds,23.633333333333336,95.93333333333334, 1.042
2020-10-22 21:00:00,22.04,22.75,1009,94,21.03,63,1.38,broken clouds,22.866666666666664,96.3, 1.042
2020-10-22 22:00:00,21.57,22.24,1009,94,20.56,81,1.35,broken clouds,22.366666666666664,96.63333333333333, 1.042
2020-10-22 23:00:00,21.48,22.14,1009,94,20.47,95,1.38,overcast clouds,22.03333333333333,96.3, 1.042
2020-10-23 00:00:00,21.54,22.33,1009,99,21.38,95,1.0,overcast clouds,21.666666666666668,96.3, 1.042
2020-10-23 01:00:00,22.16,22.83,1010,92,20.8,92,1.68,overcast clouds,21.666666666666668,96.3, 1.042
2020-10-23 02:00:00,25.42,26.16,1011,82,22.12,75,1.9,broken clouds,21.2,95.96666666666665, 1.042
2020-10-23 03:00:00,25.74,26.28,1011,73,20.54,82,0.5,broken clouds,21.233333333333334,95.96666666666665, 1.042
2020-10-23 04:00:00,26.38,26.38,1012,82,23.06,94,3.71,overcast clouds,21.2,95.96666666666665, 1.042
2020-10-23 05:00:00,28.55,32.79,1011,76,23.9,77,3.85,broken clouds,21.0,95.63333333333333, 1.042
2020-10-23 06:00:00,28.75,31.06,1009,63,21.01,40,2.6,light rain,21.066666666666666,95.96666666666665, 199.167
2020-10-23 07:00:00,28.4,32.6,1010,77,23.98,87,4.22,light rain,27.100000000000005,89.23333333333333, 3901.67
2020-10-23 08:00:00,28.09,32.17,1009,79,24.1,60,3.92,light rain,33.06666666666667,63.36666666666667, 7495.83
2020-10-23 09:00:00,28.19,29.73,1007,60,19.69,40,1.5,light rain,34.46666666666667,51.13333333333333, 11427.5
2020-10-23 10:00:00,26.11,26.11,1009,83,23.0,31,3.39,light rain,34.199999999999996,52.699999999999996, 17951.7
2020-10-23 11:00:00,25.96,25.96,1009,85,23.24,32,3.2,light rain,33.06666666666666,56.43333333333334, 6266.25
2020-10-23 12:00:00,25.66,26.14,1007,71,20.01,20,1.0,few clouds,35.7,53.36666666666667, 27306.2
2020-10-23 13:00:00,25.32,26.15,1010,86,22.81,11,1.44,few clouds,34.266666666666666,55.76666666666667, 18623.3
2020-10-23 14:00:00,23.68,24.48,1011,91,22.12,8,1.41,clear sky,29.2,73.89999999999999, 5321.67
2020-10-23 15:00:00,23.19,23.86,1010,88,21.09,15,0.0,few clouds,32.266666666666666,57.699999999999996, 6804.58
2020-10-23 16:00:00,23.1,23.84,1012,91,21.55,15,1.4,few clouds,28.900000000000002,74.10000000000001, 2915.83
2020-10-23 17:00:00,22.56,23.3,1012,93,21.37,14,1.48,few clouds,26.7,88.16666666666667, 1092.5
2020-10-23 18:00:00,22.59,23.41,1011,96,21.92,19,1.0,few clouds,24.933333333333334,93.53333333333335, 9.167
2020-10-23 19:00:00,22.76,23.47,1011,91,21.21,13,1.44,few clouds,23.133333333333336,95.56666666666666, 1.042
2020-10-23 20:00:00,22.78,23.46,1011,90,21.05,27,1.38,scattered clouds,22.566666666666666,96.33333333333333, 1.042
2020-10-23 21:00:00,22.49,23.12,1010,89,20.59,43,1.34,scattered clouds,21.966666666666665,96.3, 1.042
2020-10-23 22:00:00,22.04,22.7,1011,92,20.68,36,1.22,scattered clouds,21.8,96.3, 1.042
2020-10-23 23:00:00,22.06,22.75,1011,93,20.88,30,1.39,scattered clouds,21.96666666666667,96.3, 1.042
2020-10-24 00:00:00,21.97,22.7,1010,95,21.13,40,0.0,scattered clouds,21.966666666666665,95.83333333333333, 1.042
2020-10-24 01:00:00,22.59,23.31,1011,92,21.22,89,1.69,overcast clouds,21.833333333333332,95.93333333333334, 1.042
2020-10-24 02:00:00,25.21,26.03,1012,86,22.7,85,1.93,overcast clouds,21.53333333333333,96.03333333333335, 1.042
2020-10-24 03:00:00,25.13,25.84,1012,82,21.84,40,0.0,light rain,21.3,95.7, 1.042
2020-10-24 04:00:00,26.1,26.1,1013,88,23.96,79,3.15,light rain,21.0,95.63333333333333, 1.042
2020-10-24 05:00:00,28.03,32.17,1013,80,24.25,86,3.42,light rain,21.433333333333334,95.96666666666665, 1.042
2020-10-24 06:00:00,28.12,31.04,1010,71,22.36,40,0.0,light rain,21.566666666666666,96.3, 66.667
2020-10-24 07:00:00,28.13,32.59,1011,81,24.56,95,3.46,light rain,23.433333333333334,95.33333333333333, 0
2020-10-24 08:00:00,27.97,32.33,1011,82,24.61,92,2.75,light rain,26.933333333333334,90.46666666666665, 5486.67
2020-10-24 09:00:00,28.15,30.42,1008,66,21.2,40,1.0,light rain,35.13333333333333,58.300000000000004, 8742.5
2020-10-24 10:00:00,25.32,26.21,1010,88,23.19,72,2.27,broken clouds,33.76666666666667,61.26666666666667, 16502.9
2020-10-24 11:00:00,25.53,26.31,1010,83,22.43,94,2.03,light rain,34.7,58.93333333333334, 27306.2
2020-10-24 12:00:00,25.62,26.2,1010,75,20.86,75,1.0,broken clouds,29.633333333333336,89.8, 10947.5
2020-10-24 13:00:00,25.46,26.23,1011,83,22.36,75,1.35,broken clouds,30.333333333333332,84.93333333333334, 9219.58
2020-10-24 14:00:00,23.95,24.8,1012,92,22.57,53,1.21,broken clouds,32.666666666666664,73.7, 6737.08
2020-10-24 15:00:00,23.74,24.52,1012,90,22.0,75,0.0,broken clouds,33.50000000000001,68.56666666666666, 7692.92
2020-10-24 16:00:00,23.61,24.43,1013,92,22.23,72,1.33,broken clouds,29.53333333333333,81.83333333333333, 2365
2020-10-24 17:00:00,22.76,23.55,1013,94,21.74,88,1.37,overcast clouds,27.133333333333336,91.43333333333334, 1543.33
2020-10-24 18:00:00,22.66,23.49,1012,96,21.99,98,0.0,overcast clouds,24.7,96.06666666666666, 6.458
2020-10-24 19:00:00,22.68,23.38,1012,91,21.13,97,1.35,overcast clouds,24.03333333333333,96.63333333333333, 1.042
2020-10-24 20:00:00,22.36,23.05,1012,92,21.0,99,1.38,overcast clouds,23.3,96.46666666666665, 1.042
2020-10-24 21:00:00,21.91,22.66,1011,96,21.24,99,0.0,overcast clouds,23.0,96.43333333333334, 1.042
2020-10-24 22:00:00,21.07,21.66,1011,93,19.89,100,1.23,overcast clouds,22.46666666666667,96.5, 1.042
2020-10-24 23:00:00,20.94,21.54,1011,94,19.94,100,1.32,overcast clouds,22.03333333333333,96.03333333333335, 1.042
2020-10-25 00:00:00,21.39,22.09,1012,96,20.73,100,0.0,overcast clouds,21.7,95.93333333333334, 1.042
2020-10-25 01:00:00,21.83,22.5,1012,93,20.65,94,1.58,overcast clouds,21.3,95.93333333333334, 1.042
2020-10-25 02:00:00,25.54,26.34,1013,84,22.64,95,1.41,overcast clouds,21.0,95.56666666666666, 1.042
2020-10-25 03:00:00,25.71,26.48,1013,82,22.4,89,0.5,overcast clouds,20.900000000000002,95.63333333333333, 1.042
2020-10-25 04:00:00,26.16,26.16,1014,83,23.04,96,1.8,overcast clouds,21.099999999999998,95.63333333333333, 1.042
2020-10-25 05:00:00,28.86,33.55,1013,76,24.2,97,2.14,light rain,20.333333333333332,95.3, 1.042
2020-10-25 06:00:00,28.74,31.35,1011,65,21.51,40,1.0,light rain,20.099999999999998,95.3, 123.75
2020-10-25 07:00:00,28.61,32.75,1012,75,23.74,95,2.91,overcast clouds,25.833333333333332,91.63333333333333, 3522.08
2020-10-25 08:00:00,28.71,32.99,1011,75,23.84,99,2.88,light rain,32.56666666666667,67.53333333333333, 7193.75
2020-10-25 09:00:00,29.33,31.95,1007,62,21.29,40,3.1,light rain,34.666666666666664,53.166666666666664, 10475.8
2020-10-25 10:00:00,27.15,29.97,1010,79,23.19,93,3.0,light rain,36.36666666666667,46.699999999999996, 14357.9
2020-10-25 11:00:00,25.79,26.59,1010,83,22.68,89,2.26,light rain,35.76666666666667,48.6, 22792.1
2020-10-25 12:00:00,25.67,26.12,1009,70,19.79,75,0.5,broken clouds,38.733333333333334,43.73333333333333, 26467.1
2020-10-25 13:00:00,25.13,26.02,1012,89,23.19,94,0.93,overcast clouds,33.766666666666666,60.0, 9883.33
2020-10-25 14:00:00,24.33,25.3,1012,95,23.48,99,0.6,overcast clouds,37.46666666666666,47.93333333333334, 11719.2
2020-10-25 15:00:00,24.08,24.82,1012,87,21.78,40,0.0,scattered clouds,35.96666666666667,49.800000000000004, 8783.75
2020-10-25 16:00:00,23.9,24.85,1013,96,23.22,70,0.82,broken clouds,32.333333333333336,61.86666666666667, 3286.25
2020-10-25 17:00:00,23.06,23.98,1013,98,22.73,72,0.7,broken clouds,28.46666666666667,80.16666666666667, 1115.42
2020-10-25 18:00:00,23.18,24.01,1012,94,22.16,100,0.0,overcast clouds,25.566666666666666,94.26666666666667, 4.167
2020-10-25 19:00:00,23.06,23.88,1013,94,22.04,74,0.71,broken clouds,24.400000000000002,95.66666666666667, 1.042
2020-10-25 20:00:00,22.75,23.56,1012,95,21.91,96,0.82,overcast clouds,24.166666666666668,95.8, 1.042
2020-10-25 21:00:00,22.12,22.87,1011,95,21.28,95,0.78,overcast clouds,23.566666666666666,96.53333333333335, 1.042
2020-10-25 22:00:00,21.58,22.33,1011,97,21.08,96,1.08,overcast clouds,23.400000000000002,96.63333333333333, 1.042
2020-10-25 23:00:00,21.28,22.0,1011,97,20.78,95,1.24,overcast clouds,23.0,96.63333333333333, 1.042
2020-10-26 00:00:00,21.71,22.44,1011,96,21.04,20,0.0,few clouds,22.733333333333334,96.63333333333333, 1.042
2020-10-26 01:00:00,21.87,22.57,1012,94,20.86,88,1.43,overcast clouds,22.46666666666667,96.63333333333333, 1.042
2020-10-26 02:00:00,24.5,25.23,1013,85,21.81,69,1.2,broken clouds,22.066666666666666,96.26666666666667, 1.042
2020-10-26 03:00:00,25.7,26.34,1013,77,21.36,20,1.0,few clouds,21.833333333333332,96.3, 1.042
2020-10-26 04:00:00,25.75,26.6,1014,85,23.04,87,1.47,overcast clouds,21.233333333333334,95.96666666666665, 1.042
2020-10-26 05:00:00,28.9,33.65,1014,76,24.24,87,1.74,overcast clouds,21.233333333333334,95.96666666666665, 1.042
2020-10-26 06:00:00,29.31,31.91,1010,62,21.27,20,1.0,few clouds,20.96666666666667,95.63333333333333, 118.333
2020-10-26 07:00:00,29.0,33.69,1012,75,24.12,54,2.44,light rain,27.066666666666666,89.93333333333334, 3910
2020-10-26 08:00:00,29.29,33.78,1010,72,23.72,73,2.39,light rain,32.333333333333336,61.96666666666667, 5886.25
2020-10-26 09:00:00,29.8,33.46,1010,65,22.51,40,0.5,light rain,36.26666666666667,49.23333333333333, 13061.2
2020-10-26 10:00:00,26.92,29.84,1009,83,23.79,68,2.1,light rain,35.766666666666666,52.53333333333333, 14989.2
2020-10-26 11:00:00,25.99,25.99,1009,87,23.66,63,1.78,broken clouds,38.699999999999996,43.9, 27306.2
2020-10-26 12:00:00,26.07,26.07,1008,77,21.72,20,0.5,few clouds,39.6,41.63333333333333, 25729.6
2020-10-26 13:00:00,26.23,26.23,1011,87,23.89,27,0.51,scattered clouds,33.333333333333336,62.9, 14391.2
2020-10-26 14:00:00,24.6,25.54,1011,93,23.39,48,0.21,scattered clouds,33.6,60.76666666666667, 8490.83
2020-10-26 15:00:00,24.08,24.89,1011,90,22.34,40,0.0,thunderstorm,33.9,58.9, 7275
2020-10-26 16:00:00,24.15,25.13,1013,96,23.47,56,0.66,broken clouds,31.166666666666668,73.63333333333334, 3857.08
2020-10-26 17:00:00,23.48,24.44,1013,98,23.15,86,0.73,overcast clouds,27.96666666666667,92.23333333333333, 671.667
2020-10-26 18:00:00,23.69,24.54,1011,93,22.49,75,0.0,broken clouds,25.53333333333333,95.56666666666666, 5.625
2020-10-26 19:00:00,23.49,24.43,1012,97,22.99,97,0.59,overcast clouds,24.73333333333333,96.56666666666666, 1.042
2020-10-26 20:00:00,23.4,24.33,1011,97,22.9,94,0.72,overcast clouds,24.5,96.63333333333333, 1.042
2020-10-26 21:00:00,22.76,23.68,1010,99,22.59,98,0.69,light rain,24.233333333333334,96.63333333333333, 1.042
2020-10-26 22:00:00,21.99,22.86,1010,100,21.99,99,0.44,light rain,24.366666666666664,96.63333333333333, 1.042
2020-10-26 23:00:00,22.03,22.9,1010,100,22.03,99,0.59,overcast clouds,24.0,96.63333333333333, 1.042
2020-10-27 00:00:00,22.19,22.95,1009,95,21.35,75,0.0,broken clouds,23.866666666666664,96.63333333333333, 1.042
2020-10-27 01:00:00,22.06,22.91,1011,99,21.9,96,1.0,overcast clouds,24.266666666666666,96.63333333333333, 1.042
2020-10-27 02:00:00,24.37,25.24,1012,91,22.8,89,0.33,overcast clouds,23.933333333333334,96.63333333333333, 1.042
2020-10-27 03:00:00,24.82,25.73,1012,91,23.25,100,0.0,mist,24.03333333333333,96.63333333333333, 1.042
2020-10-27 04:00:00,24.97,25.82,1013,88,22.84,84,1.52,broken clouds,23.400000000000002,96.63333333333333, 1.042
2020-10-27 05:00:00,27.95,31.39,1012,76,23.32,95,1.95,light rain,22.833333333333332,96.63333333333333, 1.042
2020-10-27 06:00:00,28.09,31.26,1009,73,22.79,20,0.0,light rain,22.733333333333334,96.63333333333333, 62.917
2020-10-27 07:00:00,28.89,33.23,1011,74,23.79,99,2.36,light rain,25.46666666666667,96.13333333333333, 2716.25
2020-10-27 08:00:00,28.6,32.91,1010,76,23.95,99,1.78,light rain,27.933333333333334,93.2, 3764.17
2020-10-27 09:00:00,28.65,30.59,1006,61,20.39,40,1.0,light rain,31.5,78.13333333333334, 8584.17
2020-10-27 10:00:00,25.29,26.12,1008,86,22.78,100,1.13,light rain,32.56666666666666,69.23333333333333, 11761.2
2020-10-27 11:00:00,25.26,26.11,1009,87,22.94,99,1.15,light rain,33.833333333333336,63.6, 26404.6
2020-10-27 12:00:00,24.58,25.29,1008,84,21.7,40,0.5,thunderstorm,33.73333333333333,61.36666666666667, 15210.4
2020-10-27 13:00:00,24.18,25.0,1011,90,22.44,99,0.15,overcast clouds,33.86666666666667,59.833333333333336, 12867.5
2020-10-27 14:00:00,22.88,23.76,1012,97,22.38,99,0.42,overcast clouds,31.833333333333332,74.0, 5115
2020-10-27 15:00:00,23.2,23.93,1011,90,21.47,100,0.0,overcast clouds,31.099999999999998,76.2, 4606.25
2020-10-27 16:00:00,22.99,23.88,1013,97,22.49,99,0.56,overcast clouds,29.0,87.93333333333334, 2817.5
2020-10-27 17:00:00,22.36,23.24,1012,99,22.19,99,0.4,overcast clouds,26.633333333333336,94.3, 631.25
2020-10-27 18:00:00,22.88,23.6,1011,91,21.33,100,0.0,overcast clouds,25.433333333333337,94.8, 1.875
2020-10-27 19:00:00,22.63,23.46,1012,96,21.96,96,0.5,overcast clouds,24.633333333333336,96.63333333333333, 1.042
2020-10-27 20:00:00,22.48,23.29,1011,96,21.81,99,0.45,overcast clouds,24.03333333333333,96.63333333333333, 1.042
2020-10-27 21:00:00,21.42,22.18,1011,98,21.09,98,0.42,overcast clouds,23.8,96.63333333333333, 1.042
2020-10-27 22:00:00,21.58,22.38,1010,99,21.42,93,0.84,overcast clouds,23.566666666666666,96.63333333333333, 1.042
2020-10-27 23:00:00,21.75,22.54,1010,98,21.42,85,0.78,overcast clouds,23.766666666666666,96.63333333333333, 1.042
2020-10-28 00:00:00,21.85,22.6,1010,96,21.18,75,0.0,broken clouds,23.366666666666664,96.63333333333333, 1.042
2020-10-28 01:00:00,21.95,22.71,1012,96,21.28,76,0.62,broken clouds,22.866666666666664,96.63333333333333, 1.042
2020-10-28 02:00:00,24.83,25.56,1013,84,21.94,68,0.5,broken clouds,22.833333333333332,96.63333333333333, 1.042
2020-10-28 03:00:00,25.25,26.05,1012,85,22.55,20,0.0,mist,22.666666666666668,96.63333333333333, 1.042
2020-10-28 04:00:00,25.45,26.17,1014,81,21.95,42,1.3,scattered clouds,22.53333333333333,96.63333333333333, 1.042
2020-10-28 05:00:00,28.61,31.73,1013,69,22.36,48,1.61,scattered clouds,22.46666666666667,96.63333333333333, 1.042
2020-10-28 06:00:00,28.75,31.85,1010,68,22.26,40,0.5,scattered clouds,22.133333333333336,96.3, 97.917
2020-10-28 07:00:00,28.82,31.82,1011,67,22.08,53,1.87,broken clouds,25.833333333333332,95.96666666666665, 2863.75
2020-10-28 08:00:00,27.89,30.84,1010,73,22.6,75,2.18,light rain,29.666666666666668,87.03333333333335, 5933.33
2020-10-28 09:00:00,27.81,29.83,1007,66,20.88,75,1.5,light rain,33.8,67.43333333333334, 10561.7
2020-10-28 13:00:00,24.65,25.52,1011,90,22.9,57,0.32,broken clouds,36.9,47.93333333333334, 11580
2020-10-28 14:00:00,23.12,24.02,1012,97,22.62,63,0.37,broken clouds,32.93333333333334,63.03333333333333, 7105.83
2020-10-28 15:00:00,23.18,23.93,1012,91,21.63,75,0.0,mist,30.53333333333333,78.2, 5471.25
2020-10-28 16:00:00,23.08,24.0,1014,98,22.75,70,0.56,broken clouds,29.8,79.5, 3389.58
2020-10-28 17:00:00,22.71,23.62,1014,99,22.54,89,0.56,overcast clouds,26.633333333333336,94.06666666666666, 586.667
2020-10-28 18:00:00,22.95,23.76,1012,94,21.93,75,0.0,mist,25.166666666666668,95.53333333333335, 5.208
2020-10-28 19:00:00,22.67,23.55,1013,98,22.34,100,0.35,overcast clouds,24.566666666666666,96.33333333333333, 1.042
2020-10-28 20:00:00,22.62,23.5,1012,98,22.29,100,0.53,overcast clouds,24.099999999999998,96.63333333333333, 1.042
2020-10-28 21:00:00,22.3,23.04,1011,94,21.29,75,0.0,mist,23.8,96.63333333333333, 1.042
2020-10-28 22:00:00,21.37,22.12,1011,98,21.04,100,0.52,overcast clouds,24.0,96.63333333333333, 1.042
2020-10-28 23:00:00,21.23,21.99,1011,99,21.07,96,0.47,overcast clouds,23.266666666666666,96.63333333333333, 1.042
2020-10-29 00:00:00,21.45,22.24,1011,99,21.29,93,0.0,mist,22.833333333333332,96.63333333333333, 1.042
2020-10-29 01:00:00,21.66,22.41,1012,97,21.16,99,0.88,overcast clouds,22.933333333333334,96.63333333333333, 1.042
2020-10-29 02:00:00,24.43,25.17,1013,86,21.93,93,0.68,overcast clouds,22.733333333333334,96.63333333333333, 1.042
